TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_202,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,13,22,29,28,24,24,29,25,29,30,18,19,27,20,22,22,25
T_203,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9,8,15,14,12,12,15,13,15,15,9,10,14,10,11,11,12
T_204,17,18,17,27,24,20,26,20,22,22,28,28,20,20,22,17,21,20,27,23,23,28,24,28,29,18,19,26,19,21,21,24
T_205,12,6,8,13,11,9,12,10,11,11,14,13,10,10,11,8,10,13,9,11,11,13,12,13,14,8,9,12,9,10,10,11
T_206,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27,33,44,42,26,36,44,38,44,45,28,29,41,29,33,32,37
T_207,19,14,14,15,19,16,20,16,17,18,22,22,16,16,17,14,16,22,21,18,13,22,19,22,22,14,15,20,15,17,16,18
T_208,17,12,12,19,12,14,18,14,15,16,20,19,14,14,15,12,14,20,19,16,16,14,17,20,20,12,13,18,13,15,14,16
T_209,9,6,6,9,8,5,9,7,8,8,10,10,7,7,8,6,7,10,9,8,8,10,6,10,10,6,6,9,7,7,7,8
T_210,10,7,7,11,9,8,7,8,9,9,11,11,8,8,9,7,8,11,11,9,9,11,9,8,11,7,7,10,7,8,8,9
T_211,38,27,27,41,37,30,39,22,34,34,43,42,31,31,34,26,32,43,41,36,35,43,37,43,31,27,28,40,28,32,32,36
T_212,22,15,15,23,21,17,23,18,13,20,25,24,18,18,19,15,18,25,23,20,20,24,21,24,25,11,16,23,16,18,18,21
T_213,16,12,11,18,16,13,17,13,14,10,18,18,13,13,14,11,14,18,18,15,15,18,16,18,19,12,8,17,12,14,14,15
T_214,43,31,30,47,42,34,45,35,38,39,34,48,36,36,38,30,36,49,47,41,40,49,42,49,50,31,32,32,33,37,36,41
T_215,14,10,10,15,14,11,15,11,12,13,16,11,12,12,12,10,12,16,15,13,13,16,14,16,16,10,11,15,7,12,12,13
T_216,12,8,8,13,11,9,12,10,11,11,14,13,7,10,11,8,10,13,13,11,11,13,12,13,14,8,9,12,9,7,10,11
T_217,26,19,18,28,25,21,27,21,23,23,29,29,21,15,23,18,22,29,28,24,24,29,25,29,30,18,19,27,20,22,15,25
T_218,9,6,6,9,8,7,9,7,8,8,10,10,7,7,5,6,7,10,9,8,8,10,8,10,10,6,6,9,7,7,7,6
T_219,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,15,26,36,34,30,29,35,30,35,36,22,23,33,24,27,26,30
T_220,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9,8,15,14,12,12,15,13,15,15,9,10,14,10,11,11,12
T_221,7,7,7,11,9,8,10,8,9,9,11,11,8,8,9,7,8,8,11,9,9,11,9,11,11,7,7,10,7,8,8,9
T_222,40,20,28,43,39,32,42,33,36,36,45,44,33,33,36,28,33,45,30,38,37,45,39,45,46,28,30,42,30,34,33,38
T_223,13,9,6,14,13,10,14,11,12,12,15,14,11,11,12,9,11,15,14,9,12,15,13,15,15,9,10,14,10,11,11,12
T_224,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17,21,28,27,23,16,28,24,28,29,18,19,26,19,21,21,24
T_225,42,30,30,46,28,34,44,34,37,38,48,47,35,35,37,29,35,48,46,40,39,33,41,48,49,30,32,44,32,36,35,40
T_226,43,31,30,47,42,24,45,35,38,39,49,48,36,36,38,30,36,49,47,41,40,49,29,49,50,31,32,45,33,37,36,41
T_227,30,22,21,33,29,24,22,25,27,27,34,33,25,25,27,21,25,34,33,28,28,34,29,24,35,21,23,32,23,26,25,29
T_228,39,28,27,42,38,31,41,22,35,35,44,43,32,32,35,27,33,44,42,37,36,44,38,44,31,28,29,41,29,33,32,37
T_229,41,29,29,44,40,33,43,34,26,37,47,45,34,34,37,29,34,47,44,39,38,46,40,46,47,20,31,43,31,35,34,39
T_230,32,23,23,35,31,26,34,26,29,20,37,36,27,27,29,23,27,37,35,31,30,37,31,37,37,23,17,34,24,28,27,31
T_231,15,11,11,16,15,12,16,12,13,14,12,17,12,12,13,11,13,17,16,14,14,17,15,17,17,11,11,11,11,13,13,14
T_232,19,14,14,21,19,16,20,16,17,18,22,15,16,16,17,14,16,22,21,18,18,22,19,22,22,14,15,20,10,17,16,18
T_233,37,26,26,40,35,29,38,30,33,33,42,41,21,30,33,26,31,42,40,35,34,42,36,42,42,26,28,38,28,22,31,35
T_234,42,30,30,46,41,34,44,34,37,38,48,47,35,24,37,29,35,48,46,40,39,48,41,48,49,30,32,44,32,36,25,40
T_235,13,9,9,14,13,10,14,11,12,12,15,14,11,11,8,9,11,15,14,12,12,15,13,15,15,9,10,14,10,11,11,9
T_236,39,28,27,42,38,31,41,32,35,35,44,43,32,32,35,19,33,44,42,37,36,44,38,44,45,28,29,41,29,33,32,37
T_237,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,21,18,34,33,28,28,34,29,34,35,21,23,32,23,26,25,29
T_238,13,13,13,20,18,15,19,15,16,17,21,20,15,15,16,13,15,15,20,17,17,21,18,21,21,13,14,19,14,16,15,17
T_239,37,18,26,40,35,29,38,30,33,33,42,41,30,30,33,26,31,42,28,35,34,42,36,42,42,26,28,38,28,31,31,35
T_240,10,7,5,11,9,8,10,8,9,9,11,11,8,8,9,7,8,11,11,6,9,11,9,11,11,7,7,10,7,8,8,9
T_241,14,10,10,11,14,11,15,11,12,13,16,16,12,12,12,10,12,16,15,13,9,16,14,16,16,10,11,15,11,12,12,13
T_242,33,24,24,36,23,27,35,27,30,30,38,37,28,28,30,23,28,38,36,32,31,27,32,38,39,24,25,35,25,29,28,32
T_243,12,8,8,13,11,7,12,10,11,11,14,13,10,10,11,8,10,13,13,11,11,13,8,13,14,8,9,12,9,10,10,11
T_244,37,26,26,40,35,29,27,30,33,33,42,41,30,30,33,26,31,42,40,35,34,42,36,29,42,26,28,38,28,31,31,35
T_245,31,22,22,34,30,25,33,18,28,28,36,35,26,26,28,22,26,36,34,30,29,35,30,35,25,22,23,33,24,27,26,30
T_246,29,21,21,32,28,23,30,24,18,26,33,32,24,24,26,20,24,33,32,27,27,33,28,33,34,14,22,31,22,25,24,28
T_247,25,18,17,27,24,20,26,20,22,16,28,28,20,20,22,17,21,28,27,23,23,28,24,28,29,18,13,26,19,21,21,24
T_248,20,15,14,22,20,16,21,17,18,19,16,23,17,17,18,14,17,23,22,19,19,23,20,23,24,15,15,15,15,17,17,19
T_249,27,19,19,29,26,22,28,22,24,24,31,21,22,22,24,19,23,31,29,25,25,31,26,31,31,19,20,28,14,23,23,26
T_250,43,31,30,47,42,34,45,35,38,39,49,48,25,36,38,30,36,49,47,41,40,49,42,49,50,31,32,45,33,26,36,41
T_251,32,23,23,35,31,26,34,26,29,29,37,36,27,19,29,23,27,37,35,31,30,37,31,37,37,23,24,34,24,28,19,31
T_252,36,25,25,39,34,28,37,29,32,32,41,39,29,29,22,25,30,40,39,34,33,40,35,40,41,25,27,37,27,30,30,24
T_253,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,18,32,43,41,36,35,43,37,43,44,27,28,40,28,32,32,36
T_254,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,26,22,42,40,35,34,42,36,42,42,26,28,38,28,31,31,35
T_255,22,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22,26,25,34,30,29,35,30,35,36,22,23,33,24,27,26,30
